"unique_val_OG"
85.0302863333333
89.025387
96.960865
110.976145
111.009076666667
114.93723
115.00432875
115.021433333333
115.077305
116.007676666667
116.00892
117.019926666667
118.02262
118.99281
119.035765
120.010155
121.030065
122.02525
122.02641
124.008281666667
127.05257
127.07706
128.0363025
129.019938571429
129.05659
130.023023333333
131.02367
131.035545
131.046135
132.03103
133.0149175
133.05216
134.018314285714
134.02486
135.019001666667
135.03075
135.97268
136.005243333333
137.02531
138.020412
138.05714
139.006905
142.05179
142.999597142857
145.01465
145.051576
145.06258
146.04673875
146.96708
147.030606
149.012523333333
149.047163333333
150.0161175
150.01868
153.023447142857
154.02658
154.063065
155.01917
155.02745
157.051065
157.124245
158.01443
159.011033333333
160.063113333333
161.046673333333
162.98299
163.0627
163.999925
164.036136666667
165.00386
165.040971428571
166.05244
167.99757
168.98979
169.99364
171.066765
171.103155
171.13968
173.010158
173.02641
173.05708
173.08241
174.01281
175.01445
175.025972
175.061868333333
177.07782
177.09294
178.01495
178.01596
178.01698
179.02202
179.0234225
179.02512
179.05584
179.05686
179.05791
179.05893
183.013585
183.01532
184.98393
184.985
186.04535
186.04647
187.04157
187.042643333333
187.04375
187.04483
187.09737
187.09847
188.04465
188.04575
188.04686
188.05789
188.05901
188.062015
189.00468
189.05806
191.019225
191.02035
191.05537
191.05648
191.05764
191.05878
192.02379
192.0591
192.06021
193.073875
194.045265
194.04642
194.04758
194.04991
194.99112
195.04938
195.05054
195.05172
195.05314
196.0631
196.98409
196.98524
197.029
197.030195
197.11896
199.0065
199.00771
199.09781
199.17114
200.05666
201.057825
201.11397
202.01616
202.01741
203.037026666667
203.10515
203.10637
204.08812
204.08939
204.09064
205.053155
208.9864
209.06789
209.06917
210.04109
210.04303
210.964775
211.04477
211.04608
211.13399
211.135305
213.02327
213.11375
213.18698
213.18831
214.03503
214.03636
214.04979
214.05113
215.032465
215.033793333333
215.03514
216.03545
216.0368
216.05716
217.01639
217.02908
217.030473333333
217.03185
217.052335
217.053725
218.03374
218.10399
218.10538
220.7668
222.7652825
223.02916
224.05574
224.05717
224.76329
225.06079
225.08794
225.08943
225.09087
225.18771
226.996775
226.99828
227.03922
227.129645
227.20087
227.2035375
228.05296
228.993705
229.05301
230.035878333333
231.03215
231.03368
232.03437
232.035865
232.05099
233.04768
233.04919
233.15581
234.05081
236.0052
236.09518
236.09675
236.98848
237.061865
239.05963
239.07629
241.05441
241.2175
241.21912
242.05144
242.05304
243.06904
243.10487
244.04675
245.044455
246.046715
247.02736
247.06227
247.063895
248.05867
248.08118
253.0914125
253.21681
253.218303333333
253.22029
254.015055
254.01677
255.07
255.23178
255.23351
255.23519
