"unique_to_B73"
59.0141563333333
61.988682
66.156418
69.719414
71.014198
72.9934336666667
73.029841
74.025032
74.04068
75.009003
76.988358
87.009048
88.040699
92.928238
96.969929
99.0090356666667
101.02468
102.05634
103.003903333333
103.04025
104.03559
105.019533333333
112.98586
112.98824
113.02465
113.03577
114.0199
114.05623
115.04022
116.03559
116.07195
118.051183333333
119.94714
120.03054
133.05077
138.05608
142.99854
143.10774
146.065313333333
147.0493
149.0456
156.06663
157.03694
160.06165
161.04558
163.061285
164.07187
164.63013
165.03899
168.00664
175.04738
177.0768
180.05948
189.0688
190.97281
193.97374
197.06058
199.17603
200.17355
203.084285
206.94672
209.06673
217.036885
218.13947
236.09914
239.04367
239.12883
240.051225
243.05446
245.043116666667
246.01746
264.1055
268.10354
274.20215
274.58844
275.12457
277.698655
281.24826
284.0798
284.098493333333
285.08255
287.04984
288.96521
290.96259
293.09912
293.175885
294.02905
294.11099
294.11954
294.178605
295.12997
296.09851
296.13507
297.08243
298.11401
299.09729
299.0983
301.064595
304.99158
307.11395
309.04611
310.14999
310.15103
311.10952
312.0932
312.11301
312.12967
313.07742
313.11301
313.114055
314.07996
314.081035
314.0968
321.35748
322.16516
322.16626
323.02852
325.0411
325.1252
326.1084
326.1095
326.12839
327.04459
329.1084
330.26494
334.12512
336.12953
341.05951
344.13483
346.054945
349.15265
349.1539
353.07141
353.07269
354.26471
357.0336
359.11938
360.12268
363.04166
367.10425
368.97638
371.11923
372.12177
375.05365
377.0838
377.08517
379.08163
379.16394
379.23361
382.44217
383.08279
387.00955
390.10354
390.11661
391.02774
392.031385
395.09543
397.09333
406.03918
412.96552
413.96898
421.08862
435.29622
438.08121
441.20261
448.98566
451.098835
456.171345
456.17316
459.29507
459.29691
469.02795
471.25928
473.2381
475.129655
480.09314
487.17742
488.1618
490.28091
503.092205
504.223585
515.1249
521.17224
526.11908
531.09735
535.47205
537.10675
543.10406
552.15533
553.0802
555.11737
556.12152
557.14832
559.07813
559.47278
560.47626
563.33392
571.09182
572.09576
586.10095
593.02979
602.07495
672.46844
684.39508
721.50161
722.50549
833.51828
851.52899
925.56348
982.09424
