Rep1
59.014126
69.719414
71.014236
72.993477
73.029877
74.025032
85.029732
87.009048
89.024643
96.969933
99.009033
101.02468
103.0039
104.03566
105.01953
112.98586
113.03577
114.0199
114.05623
115.00388
116.00727
117.01955
118.05118
119.03517
120.03053
129.0195
131.03528
131.04631
132.03036
133.01428
133.05077
134.01768
135.01859
135.03014
145.0144
145.0619
146.04585
146.06522
147.03009
149.01183
149.04549
156.06664
157.03694
157.12357
160.06165
161.04558
162.98227
163.06128
164.03535
164.63013
165.04059
167.99716
168.9893
173.00922
174.01233
175.06137
179.02225
179.05618
189.0688
190.97281
191.05608
192.05945
194.04568
194.99095
195.05116
200.17355
206.94672
209.06673
210.04065
215.03282
216.03618
217.02963
217.0369
218.03302
225.06171
226.99594
239.12883
242.05142
245.04311
255.2328
256.23608
259.02243
264.1055
267.07187
268.10355
269.08783
274.20215
277.03305
277.21689
279.2327
280.23642
281.24826
284.09879
287.04984
289.01712
293.09912
293.1759
294.02905
294.11954
294.17862
295.12997
296.09851
296.13507
297.08243
298.11401
299.09729
301.06458
304.99158
306.07581
307.11395
310.15103
311.10953
312.11301
312.12967
313.07739
313.11407
314.08105
321.06281
322.16626
323.02853
325.04108
325.12518
326.1095
326.12839
327.04459
329.1084
330.26495
333.05847
336.12952
341.05951
341.10831
346.05493
353.07269
354.26471
357.0336
359.11938
367.10556
371.1192
372.12177
375.05365
377.08517
378.08838
379.08304
387.00955
387.11453
390.10352
390.11661
391.02774
395.09543
397.09335
404.10388
412.96552
413.96896
435.29623
439.08557
441.20261
456.17133
459.29507
473.16229
473.2381
475.12964
480.09314
487.17743
488.1618
490.28091
503.09219
504.2236
515.12494
521.17224
526.11908
531.09735
533.17218
535.47205
537.10675
555.11737
559.47278
560.47626
571.09186
593.02979
671.46515
672.46844
695.46619
696.46832
721.50159
722.50549
745.50085
746.50525
747.50769
833.51825
851.52899
925.56348
59.014133
61.988682
66.156418
71.014122
72.993347
73.029762
75.009003
76.988358
85.029739
87.009048
88.040619
89.024643
92.928238
96.960381
99.009041
101.02467
102.05634
103.0039
103.04025
104.03545
105.01954
111.009
112.98813
115.00388
115.04022
115.07657
116.00727
116.07195
117.01955
118.02284
118.05119
119.03518
119.94714
121.02963
128.03546
129.01952
129.05579
131.03497
131.04631
132.03036
133.01427
133.05077
134.01768
135.01859
135.02985
138.01964
138.05608
142.99854
143.10774
145.0144
145.0619
146.04585
146.0652
147.03009
147.0493
149.01183
149.04549
154.06212
156.06662
157.05067
157.12357
160.06165
161.04558
162.98228
163.06129
164.03535
165.03899
165.04059
167.99715
168.00664
168.98932
173.00922
174.01233
175.04738
175.06093
179.02225
179.05618
180.05948
189.0688
190.97281
191.05608
193.97374
194.04568
194.99098
195.05064
197.06058
199.1702
203.08401
210.04065
210.96463
215.03282
216.03616
217.02963
218.03302
218.13947
225.06105
226.99594
228.99319
236.09914
237.06125
239.04367
239.07718
239.12883
240.05124
242.05142
243.05446
245.04312
246.01746
254.01508
255.2328
259.02243
268.10352
269.08704
274.58844
275.12457
277.03305
277.69864
279.23267
280.23553
281.24826
284.0979
285.08255
293.17587
294.11099
294.17859
296.13507
297.08243
298.11401
299.0983
301.06461
306.07581
309.04611
310.14999
311.10953
312.0932
313.07745
313.11301
314.07996
314.0968
321.35748
322.16516
323.0285
325.04111
325.12521
326.1084
326.12842
327.04459
329.1084
330.26495
333.05841
334.12512
336.12955
341.05951
341.10828
344.13483
346.05496
349.15265
353.07141
354.26474
357.0336
359.11938
363.04166
367.10425
371.11926
375.05365
376.05704
377.0838
377.08517
379.08163
379.16394
379.23361
382.44217
383.08279
387.11456
390.10358
391.02774
392.0314
395.09543
397.09332
404.10382
406.03918
413.96899
421.08862
435.29623
439.0856
448.98566
451.09882
456.17136
459.29507
471.25928
473.2381
480.09314
487.1774
488.1618
490.28091
503.09222
504.22357
515.12488
526.11908
543.10406
552.15533
555.11737
556.12152
559.07813
563.33392
571.0918
579.32965
586.10095
593.02979
602.07495
671.46521
672.46844
684.39508
695.46619
696.46826
721.50165
745.50085
746.50519
833.51831
59.01421
61.988682
71.014236
72.993477
73.029884
74.04068
85.029892
87.009048
88.040779
89.024803
96.969925
99.009033
101.02469
102.05634
103.00391
104.03566
105.01953
111.009
112.98835
113.02465
115.00388
116.00726
116.03559
117.01954
118.05118
118.99276
119.03518
120.03055
121.02964
129.01952
131.03526
131.04631
132.03036
133.01456
133.05077
134.0177
135.01859
135.03014
145.0144
145.06192
146.04585
146.06552
147.03009
149.01183
149.04582
154.06248
160.06165
161.04558
162.98268
164.03535
164.07187
165.04059
167.99716
173.00922
174.01277
175.06137
177.0768
179.02225
179.05618
180.05948
191.05609
194.04567
194.99097
195.05115
197.06058
199.17603
203.08456
206.94672
209.06673
210.04063
210.96521
215.03282
216.03616
217.02963
217.03687
218.03302
225.06171
226.99661
228.99319
236.09914
239.07716
240.05121
242.05142
245.04312
246.01746
254.01509
255.23282
256.23608
259.02243
268.10355
277.03308
277.69867
279.23267
280.23642
281.24826
284.0798
284.09879
288.96521
290.96259
294.11954
296.13507
297.08243
298.11401
306.07678
310.15103
311.1095
312.11301
313.07742
313.11404
314.08102
321.35748
322.16626
323.02853
325.04111
325.12521
326.1095
326.12836
327.04459
330.26492
336.12952
341.05951
341.10828
344.13483
349.1539
353.07269
354.26468
357.0336
359.11938
360.12268
367.10556
368.97638
371.11923
375.05365
376.05704
377.08517
378.08838
379.08301
379.23361
387.11456
390.10352
391.02774
392.03137
395.09543
397.09332
402.10309
404.10385
412.96552
413.96899
421.08862
435.2962
438.08121
439.08557
451.09885
456.17316
459.29691
469.02795
473.16229
473.2381
475.12967
480.09314
487.17743
488.1618
490.28091
515.12488
521.17224
537.10675
552.15533
553.0802
555.11737
557.14832
571.0918
572.09576
593.02979
602.07495
671.46515
721.50159
745.50079
746.50525
982.09424
