"shared_both"
85.029788
89.024696
96.960381
111.009
115.00388
115.07657
116.007267
117.019547
118.02284
118.99276
119.035177
121.029635
128.03546
129.019513
129.05579
131.03517
131.04631
132.03036
133.01437
134.017687
135.01859
135.030043
138.01964
145.0144
145.061907
146.04585
147.03009
149.01183
154.0623
157.05067
157.12357
162.98241
164.03535
165.04059
167.997157
168.98931
173.00922
174.012477
175.061223
179.02225
179.05618
191.056083
192.05945
194.045677
194.990967
195.050983
199.1702
210.040643
210.96492
215.03282
216.036167
217.02963
218.03302
225.06149
226.996163
228.99319
237.06125
239.07717
242.05142
254.015085
255.232807
256.23608
259.02243
267.07187
269.087435
277.03306
277.21689
279.23268
280.236123
289.01712
306.076133
321.06281
333.05844
341.10829
367.10556
376.05704
378.08838
379.083025
387.11455
402.10309
404.10385
439.08558
473.16229
533.17218
579.32965
671.46517
695.46619
696.46829
745.50083
746.50523
747.50769
